"","(Intercept)","vegcBSpr","vegcCrop","vegcGraminoidFen","vegcGrassHerb","vegcIndustrial","vegcLarch","vegcMarsh","vegcMine","vegcMixedwood","vegcPine","vegcRoughP","vegcRural","vegcShrub","vegcSpruce","vegcSwamp","vegcTameP","vegcUrban","wtAge","wtAge2","wtAge05","fCC2","ROAD","mWell","mSoft","mEnSft","mTrSft","mSeism","CMETHODSM","CMETHODRF","pWater_KM","pWater2_KM","xPET","xMAT","xAHM","xFFP","xMAP","xMWMT","xMCMT","xY","xX","xY2","xX2","SSH_KM","SSH05_KM","THF_KM","Lin_KM","Nonlin_KM","Succ_KM","Alien_KM","Noncult_KM","Cult_KM","THF2_KM","Nonlin2_KM","Succ2_KM","Alien2_KM","Noncult2_KM","YR","isCon:wtAge","isCon:wtAge2","isUpCon:wtAge","isBSLarch:wtAge","isUpCon:wtAge2","isBSLarch:wtAge2","isMix:wtAge","isPine:wtAge","isWSpruce:wtAge","isMix:wtAge2","isPine:wtAge2","isWSpruce:wtAge2","isCon:wtAge05","isUpCon:wtAge05","isBSLarch:wtAge05","isMix:wtAge05","isPine:wtAge05","isWSpruce:wtAge05","xFFP:xMAP","xMAP:xPET","xAHM:xMAT","xX:xY"
"151",-3.56284326895386,-0.137152284282119,0.332096485505769,0.49598985445094,0.106180170000264,1.16289992639431,-0.125558557362108,0.213813809337967,0.557358997436319,-0.0576746114520615,0.238612887693102,-1.27899360265336,1.15220784029392,0.111712840449022,0.088529664099298,0.129699746865207,0.853855549560135,0.580547111241103,-1.16804455370082,0,0.616568968729092,-0.217015043535965,0.454099863540952,1.20088178592946,0,-0.0678938540305129,-3.23749765597911,0,-0.0895977081593793,0.23846463392235,-1.39961061643119,4.21646649550445,2.03644721545026,0.519828023854824,0.0844828173758655,0,5.99164194075946,0,0,-0.253972428887387,-0.240219624310066,0.0842124457883732,-0.0523379519916556,0,1.89078881425272,0,0,0,0.480018329864728,0.372234108804346,0,0,0,0,-0.713361268309123,-2.6712066091462,0,0,0,0,0,-1.80756550494002,0,0,-0.385649547858244,-1.53825354606895,-1.74397215411383,0,0,0,0,0,3.16518524661041,1.04260688389232,2.08306842495807,2.14352112901103,0,-19.5488379143241,-1.29783292755452,0.0895280453515433
"152",-0.435006680290737,-0.451190171546251,-0.243070612946888,-0.200109376892624,-0.842422972683602,0.754072565409135,-0.540472834156936,-0.248819635295549,0.461590718094125,-0.52940153521913,0.0439278926197065,-1.25356659034914,0.108678630164234,-0.474651821534643,-0.404968216814518,-0.357590519147924,0.486540677505536,-0.562290473834109,-1.83283292060194,0,0.31066656558453,0.382384738903719,0.270701657050961,0.869553999335094,0,1.01863991460074,-1.78137333056753,0,-2.47111288733525,-2.25274460521196,-1.47968791259356,3.67902815711246,0,0,0,0,0,-0.244854452614388,0.0663334048519912,0.0337185938671952,-0.0983621150381926,0.0932985899340078,-0.0353179603725601,0,1.61201154965642,0,0,0,0.579247133850433,0,-0.0708942946301165,-3.0460254505723,0,0,0,0,-1.58629997732001,0,0,0,0,-1.31392531378207,0,0,0.223588256423223,-0.620526788736027,-1.23451111758475,0,0,0,0,0,3.39483815970801,0.923232557932352,1.91661394300278,2.62344507806183,0,0,0,-0.00579216874815713
"153",-1.03999634780474,-0.220038288310079,-0.820442191306046,0.0707079281841707,-0.0308226878141008,0.859750387934192,-0.268745406395831,0.0717232756106528,-0.358808245952467,-0.386020353636847,0.128970964718846,0.093829861180419,0.900752519415187,0.0619461999572597,-0.0184741457357736,-0.152347655749414,-0.220458027538131,1.19648245719869,-2.8464334058762,0,1.4858165324304,0.360620369196146,0.393421552881347,0.655852178927258,0,1.76740535006736,-1.06732986545645,3.25450865125048,-2.49496851006152,-2.05035641623953,-0.421992475118623,0,0,0,0,0,0,-0.211126953867045,0.0904033457091895,0.186484790729609,-0.117038444765761,-0.00291820849803193,-0.025820382639856,0,1.77273966223014,-0.188614562717625,0,0,0,0,0,0,-0.786667367229834,0,0,0,0,0,0,0,0,-0.440961900303092,0,0,-0.426544729207566,-0.439192148071656,-0.221257162235038,0,0,0,0,0,2.25012143966197,1.70569851018283,1.36186525751507,1.35477090986324,0,0,0,0.0594542095524025
"154",-2.5130787817576,0.46311228650988,0.444031090666215,0.964013908010661,0.767969882662748,1.1974822665131,0.414546454284697,0.779895864669407,1.95769114478168,1.0328443132691,0.944212954424624,-1.63577272169381,1.71732421730861,0.634910706223225,0.619002554165336,0.604804189885986,1.59636849522554,0.679405615900327,-2.15075941148805,0,2.3413727417632,0.00374337627529045,0.363627784744734,1.70889102745766,0,1.15090618601257,-0.322022273910956,3.71260025942891,-0.0594311797370278,0.221527422938145,-0.686149544483048,0,2.41190484077512,0.48377696495952,-2.82014904752182,0,3.59068611840578,0,0,-0.172440576435473,-0.232870977795758,-0.00337928455837523,-0.0481484084195639,0,1.64944114159641,0,0,0,-1.43972304825414,-0.247419938765126,0,0,0,0,0.943132725406193,-1.91269890029307,0,0,0,0,0,-1.43389777434928,0,0,3.99727228595901,-0.765113384978022,-1.40288280223662,0,0,0,0,0,1.77919430714062,-3.87729349043954,0.315686498697228,1.08897111614383,0,-18.364283573803,-1.04276354063839,0.107066743419847
"155",-2.77357465354748,0.045102488778064,-0.217121969460994,0.0895155011739903,-0.151427705484865,0.719176944823005,-0.030473442311069,0.279166889634454,0.41781804748057,-1.13950979993428,0.258880122507237,-0.569619293255856,0.137836751658385,-0.0513373181673951,-0.279352548587765,0.448156517609809,0.0710663086081383,0.171336128017317,-0.894145826856942,0,0.30351497040866,-0.021982066092348,-0.0517110751180033,0.152967468274739,0,1.27911364096137,1.34800876382988,3.10867282393387,-0.0639603692236628,0.246783814196872,-0.375107954849744,0,-1.34147806684617,0.541435260636257,0.983903332264372,0,2.7184810003578,0,0,-0.0855278022410764,-0.188639086938022,0.0927962589119799,-0.0374494534686853,0,1.53177304070463,0,0,0,-1.1830111076514,1.05918005914699,0,0,0,0,0.842428654042954,-2.81165630800455,0,0,0,0,0,-2.1682581646408,0,0,-2.72917682355798,-1.4456786556477,-3.3633425465608,0,0,0,0,0,3.2530004787898,4.18366633603464,2.07866744849105,3.89072013843018,0,-5.78506355784923,-1.30836266879943,0.0443782008539486
"156",-1.43901131615269,1.09635695550207,0.990942201162305,1.43002778419456,0.824726813956279,2.25104334945121,1.00369725238051,1.39604717395887,2.2175217816505,0.468696746726635,0.999451779998944,-0.381178800952556,1.92572314516589,1.12479555764928,0.716457179570797,0.955471956789745,1.18722983483979,2.04845398176788,-4.06380250561433,0,4.16835415656327,0,0.308129452782035,2.01362355073012,0,-0.00905398185030087,-1.18609346760035,1.95912696821727,-3.2073634335088,-2.77045605235761,-1.82564851346012,4.88998393222499,0,0,0,0,0,-0.292314906923406,0.112471867487274,0.200408363210334,-0.0749059216615869,0.0399938052674594,-0.0352418528869112,0,1.72559957995446,0,0,0,-0.0443512734279981,-0.0606362918178835,0,0,0,0,0,-2.4590703732493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155858062016664
"157",-0.624595518208376,0.137777944292022,-0.679217428506291,0.307590445849591,-0.223549497316253,0.547062445277214,0.0804811871697025,0.385067282170492,0.339636121163818,-0.0531858821449331,0.33927978198552,0.500225102161262,0.540170651791734,-0.0259722751939472,0.112126974932316,0.419484982149978,-0.490061020341238,0.769130874579463,-2.10603110013906,0,1.43802130485911,0.256722913286982,0.163066820761769,1.40733398276038,0,0.961340792337707,1.02722356213036,2.91422613227747,-2.81518121544812,-2.43140531491565,-0.790106805961045,1.02838085344658,0,0,0,0,0,-0.263640514445655,0.092653769492883,0.304629173954379,-0.153675260532407,-0.0186039024564448,-0.0391709503771375,0,1.47169841435617,-0.761646370606027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16384859360723,0,0,1.76886846538593,-1.58301554169122,-1.3299264551335,0,0,0,0,0,2.24229130669666,-0.616891540474733,1.93834953366029,1.7271755833964,0,0,0,0.0562936264553674
"158",-0.693745916703013,-0.0769065961440464,-0.32744260149682,0.132583067013427,-0.000694737925983005,1.74438030200493,-0.0560732602913101,0.418195315799774,1.1434393078139,-0.182409414266302,0.499687817125278,-0.122555225578483,-0.664084216273969,-0.132173221058858,-0.180876926137057,0.515269383002262,0.649302363914322,-0.0357597181517371,-2.86644746972571,0,1.79792055311131,0.0753520895450573,0.431932285393404,2.11589917003265,0,0.969873755170065,-0.806733249893885,1.99556049067316,-2.79714042956099,-2.42795202009937,-1.18190725126181,2.77375657681238,0,0,0,0,0,-0.238185881108322,0.110221336300769,0.0718173152401478,-0.0727659195125992,0.0649060029004255,-0.026123734366035,0,1.77156839443126,0,0,0,-1.34480801422295,-0.939246499861014,0,0,0,0,0.852014186823788,-1.32191120938646,0,0,0,0,0,-0.554359526001862,0,0,1.72856977410385,1.0218653193206,-1.75823074385609,0,0,0,0,0,2.0867654689334,-0.130427210654408,-0.258287330823143,2.53394810359904,0,0,0,0.00246028563348843
"159",-3.41392679199792,0.923666241946782,-0.176199280193821,0.576319387463749,0.675797655026396,1.53164736763291,0.758277410666289,0.765889755205004,0.792780019732302,0.105413879228502,0.668204630671437,-0.0490911338189002,0.302333650932595,1.02152421401639,0.518349481304323,0.903634268784948,-0.138681409876887,0.837615430472812,-3.10620150325938,0,3.12955717470063,0.53806196721563,0.306113850429271,0.95522999786541,0,1.40604078107359,0.130828243464739,3.5767068258677,-0.15804585808496,0.243318047440265,0.0887158463540857,0,-1.13722742782779,0.462190435306953,1.18750237161375,0,2.25916151205687,0,0,-0.14199601227404,-0.221627175824637,0.0941310403738435,-0.0247979611152942,0,1.52401264556779,0,0,0,-0.96338550934084,-0.0542997673953739,0,0,0,0,0,-1.28380837120975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.11061485541291,-1.04185200291793,0.11719962299383
"160",-2.66562143221132,-0.206452871364763,-1.52193065648719,0.00792572656296787,-0.392979876742633,0.764444196062765,-0.417296739310014,0.0244216427014138,0.399223795096449,-0.577957519028747,-0.058116032094722,-1.13430449214182,0.392662403041909,-0.0191336868248661,-0.382340792864903,-0.318745390389947,-0.0695299348263833,-0.761695566484111,-4.53552328909527,0,2.34781652708511,0.155172115346814,0.393913642668426,1.03866540402603,0,-0.784752176399018,-4.04976735439789,1.15391061587398,0.0949756993708526,0.319066843534188,-0.320243755412367,0,-2.36934962318499,0.513232674222111,1.60595588171245,0,1.98728981345131,0,0,-0.0677536815231339,-0.158400897878311,0.0737663661816788,-0.0272731727219403,0,1.89876652582361,0,1.54602876815332,-0.973204551708195,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3728796762481,0,0,0.277092439589957,0.50217045714754,0.275116001407021,0,0,0,0,0,1.14500208092251,1.48596594566587,1.23586642154618,1.50587665846132,0,-3.18909658447573,-1.25375599105937,0.057055646884867
